"","REGION","OBS_YEAR","TOT_AREA_HA","tot.N","Response","Fish.grp","TAXONNAME","Size.bin","Size","Fxn.grp","pool.mean","pool.var","pool.se"
"1066","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(20,25]",NA,0.000227318145917131,4.64803772321623e-09,6.81765188552204e-05
"1067","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(25,30]",NA,2.21931977084805e-05,4.91467289691776e-10,2.21690615428749e-05
"1068","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(30,35]",NA,1.16580078081307e-05,1.3534669285406e-10,1.1633859757366e-05
"1069","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(35,40]",NA,5.04947428675205e-06,1.27042133202792e-11,3.56429703031035e-06
"1070","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus fulvus","5 cmTL","(5,10]",NA,4.53513170564603e-06,2.01298149154802e-11,4.48662622863552e-06
"1071","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","10 cmTL","(10,20]",NA,0,0,0
"1072","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","10 cmTL","(20,30]",NA,0,0,0
"1073","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","10 cmTL","(30,40]",NA,0,0,0
"1074","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","10 cmTL","[0,10]",NA,0,0,0
"1075","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(10,15]",NA,0,0,0
"1076","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(15,20]",NA,0,0,0
"1077","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(20,25]",NA,0,0,0
"1078","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(25,30]",NA,0,0,0
"1079","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(30,35]",NA,0,0,0
"1080","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Lutjanus kasmira","5 cmTL","(5,10]",NA,0,0,0
"1081","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(10,20]",NA,0,0,0
"1082","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(20,30]",NA,0,0,0
"1083","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(30,40]",NA,0,0,0
"1084","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(40,50]",NA,0,0,0
"1085","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","(50,60]",NA,0,0,0
"1086","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","10 cmTL","[0,10]",NA,0,0,0
"1087","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(10,15]",NA,0,0,0
"1088","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(15,20]",NA,0,0,0
"1089","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(20,25]",NA,0,0,0
"1090","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(25,30]",NA,0,0,0
"1091","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(30,35]",NA,0,0,0
"1092","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(35,40]",NA,0,0,0
"1093","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(40,45]",NA,0,0,0
"1094","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(45,50]",NA,0,0,0
"1095","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(5,10]",NA,0,0,0
"1096","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(50,55]",NA,0,0,0
"1097","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","(55,60]",NA,0,0,0
"1098","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Monotaxis grandoculis","5 cmTL","[0,5]",NA,0,0,0
"1099","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Mulloidichthys flavolineatus","10 cmTL","(10,20]",NA,6.0931264819952e-05,2.43561932266977e-09,4.93519941103678e-05
"1100","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Mulloidichthys flavolineatus","10 cmTL","(20,30]",NA,1.11817530413498e-05,1.23952649530023e-10,1.11334024237886e-05
"1101","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Mulloidichthys flavolineatus","10 cmTL","[0,10]",NA,0,0,0
"1102","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(10,15]",NA,0,0,0
"1103","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(15,20]",NA,6.0931264819952e-05,2.43561932266977e-09,4.93519941103678e-05
"1104","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(20,25]",NA,1.11817530413498e-05,1.23952649530023e-10,1.11334024237886e-05
"1105","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(25,30]",NA,0,0,0
"1106","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Mulloidichthys flavolineatus","5 cmTL","(5,10]",NA,0,0,0
"1107","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","10 cmTL","(10,20]",NA,0,0,0
"1108","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","10 cmTL","(20,30]",NA,0,0,0
"1109","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","10 cmTL","(30,40]",NA,0,0,0
"1110","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","10 cmTL","[0,10]",NA,0,0,0
"1111","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","5 cmTL","(10,15]",NA,0,0,0
"1112","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","5 cmTL","(15,20]",NA,0,0,0
"1113","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","5 cmTL","(20,25]",NA,0,0,0
"1114","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","5 cmTL","(25,30]",NA,0,0,0
"1115","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","5 cmTL","(30,35]",NA,0,0,0
"1116","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","5 cmTL","(5,10]",NA,0,0,0
"1117","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Myripristis berndti","5 cmTL","[0,5]",NA,0,0,0
"1118","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","10 cmTL","(10,20]",NA,0.00786570867555079,7.58668041813869e-07,0.000871015523290985
"1119","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","10 cmTL","(20,30]",NA,0.00242441918475012,1.05523296678876e-07,0.000324843495669648
"1120","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","10 cmTL","(30,40]",NA,5.64808815525098e-05,1.46303900311044e-09,3.82496928498836e-05
"1121","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","10 cmTL","[0,10]",NA,0.00109904021877113,8.71836795635134e-08,0.000295268825925653
"1122","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","5 cmTL","(10,15]",NA,0.00420445239911133,3.85728030492299e-07,0.000621070068907123
"1123","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","5 cmTL","(15,20]",NA,0.00366125627643946,1.55464942052572e-07,0.000394290428558154
"1124","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","5 cmTL","(20,25]",NA,0.00195990013236586,7.76857856058944e-08,0.000278721699201721
"1125","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","5 cmTL","(25,30]",NA,0.000464519052384259,1.44701831941206e-08,0.000120292074527462
"1126","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","5 cmTL","(30,35]",NA,5.64808815525098e-05,1.46303900311044e-09,3.82496928498836e-05
"1127","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","5 cmTL","(35,40]",NA,0,0,0
"1128","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","5 cmTL","(5,10]",NA,0.00105213336259631,8.35524768221237e-08,0.000289054453039775
"1129","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso lituratus","5 cmTL","[0,5]",NA,4.69068561748243e-05,9.8268246348204e-10,3.1347766483149e-05
"1130","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","10 cmTL","(10,20]",NA,4.83777498233951e-05,1.08099158188094e-09,3.28784364269493e-05
"1131","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","10 cmTL","(20,30]",NA,0.000101708625822725,2.17595204633391e-09,4.66471011568126e-05
"1132","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","10 cmTL","(30,40]",NA,2.94008953298846e-05,1.67212049849502e-10,1.29310498355509e-05
"1133","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","10 cmTL","(40,50]",NA,2.04563387573821e-05,4.1648791896358e-10,2.04080356468617e-05
"1134","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","10 cmTL","(50,60]",NA,0,0,0
"1135","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","10 cmTL","[0,10]",NA,0,0,0
"1136","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(10,15]",NA,2.35611116681554e-05,4.93272481803817e-10,2.22097384451915e-05
"1137","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(15,20]",NA,2.48166381552397e-05,5.87719100077127e-10,2.42429185552633e-05
"1138","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(20,25]",NA,4.49917040454454e-05,6.17214239468627e-10,2.48437968005824e-05
"1139","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(25,30]",NA,5.67169217772792e-05,9.55763584767288e-10,3.09154263235571e-05
"1140","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(30,35]",NA,2.25311546653734e-05,1.48972097415092e-10,1.22054126278095e-05
"1141","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(35,40]",NA,6.86974066451115e-06,1.82866297897512e-11,4.27628691621028e-06
"1142","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(40,45]",NA,2.04563387573821e-05,4.1648791896358e-10,2.04080356468617e-05
"1143","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(45,50]",NA,0,0,0
"1144","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(5,10]",NA,0,0,0
"1145","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(50,55]",NA,0,0,0
"1146","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","(55,60]",NA,0,0,0
"1147","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Naso unicornis","5 cmTL","[0,5]",NA,0,0,0
"1148","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Parupeneus barberinus","10 cmTL","(10,20]",NA,0,0,0
"1149","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Parupeneus barberinus","10 cmTL","(20,30]",NA,1.05839842332563e-05,1.1151008647888e-10,1.0559833638788e-05
"1150","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Parupeneus barberinus","10 cmTL","(30,40]",NA,0,0,0
"1151","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(10,15]",NA,0,0,0
"1152","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(15,20]",NA,0,0,0
"1153","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(20,25]",NA,1.05839842332563e-05,1.1151008647888e-10,1.0559833638788e-05
"1154","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(25,30]",NA,0,0,0
"1155","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Parupeneus barberinus","5 cmTL","(35,40]",NA,0,0,0
"1156","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","10 cmTL","(20,30]",NA,1.16580078081307e-05,1.3534669285406e-10,1.1633859757366e-05
"1157","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","10 cmTL","(30,40]",NA,1.16580078081307e-05,1.3534669285406e-10,1.1633859757366e-05
"1158","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","10 cmTL","(40,50]",NA,0,0,0
"1159","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","10 cmTL","(50,60]",NA,0,0,0
"1160","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","10 cmTL","(60,70]",NA,0,0,0
"1161","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","10 cmTL","(70,80]",NA,0,0,0
"1162","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","10 cmTL","(80,90]",NA,0,0,0
"1163","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","10 cmTL","(90,100]",NA,0,0,0
"1164","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(25,30]",NA,1.16580078081307e-05,1.3534669285406e-10,1.1633859757366e-05
"1165","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(30,35]",NA,1.16580078081307e-05,1.3534669285406e-10,1.1633859757366e-05
"1166","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(40,45]",NA,0,0,0
"1167","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(45,50]",NA,0,0,0
"1168","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(50,55]",NA,0,0,0
"1169","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(55,60]",NA,0,0,0
"1170","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(65,70]",NA,0,0,0
"1171","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(70,75]",NA,0,0,0
"1172","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(75,80]",NA,0,0,0
"1173","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(85,90]",NA,0,0,0
"1174","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Plectropomus laevis","5 cmTL","(90,95]",NA,0,0,0
"1175","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","10 cmTL","(10,20]",NA,0,0,0
"1176","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","10 cmTL","(20,30]",NA,0,0,0
"1177","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","10 cmTL","(30,40]",NA,0,0,0
"1178","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","10 cmTL","[0,10]",NA,0,0,0
"1179","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","5 cmTL","(10,15]",NA,0,0,0
"1180","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","5 cmTL","(15,20]",NA,0,0,0
"1181","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","5 cmTL","(20,25]",NA,0,0,0
"1182","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","5 cmTL","(25,30]",NA,0,0,0
"1183","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","5 cmTL","(30,35]",NA,0,0,0
"1184","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Sargocentron tiere","5 cmTL","(5,10]",NA,0,0,0
"1185","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","10 cmTL","(10,20]",NA,0,0,0
"1186","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","10 cmTL","(20,30]",NA,0,0,0
"1187","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","10 cmTL","(30,40]",NA,0,0,0
"1188","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","10 cmTL","(40,50]",NA,0,0,0
"1189","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","10 cmTL","[0,10]",NA,0,0,0
"1190","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","5 cmTL","(10,15]",NA,0,0,0
"1191","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","5 cmTL","(15,20]",NA,0,0,0
"1192","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","5 cmTL","(20,25]",NA,0,0,0
"1193","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","5 cmTL","(25,30]",NA,0,0,0
"1194","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","5 cmTL","(30,35]",NA,0,0,0
"1195","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","5 cmTL","(35,40]",NA,0,0,0
"1196","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","5 cmTL","(40,45]",NA,0,0,0
"1197","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","5 cmTL","(45,50]",NA,0,0,0
"1198","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus frenatus","5 cmTL","(5,10]",NA,0,0,0
"1199","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus globiceps","10 cmTL","(10,20]",NA,0,0,0
"1200","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus globiceps","10 cmTL","(20,30]",NA,0,0,0
"1201","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus globiceps","10 cmTL","(30,40]",NA,0,0,0
"1202","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus globiceps","5 cmTL","(10,15]",NA,0,0,0
"1203","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus globiceps","5 cmTL","(15,20]",NA,0,0,0
"1204","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus globiceps","5 cmTL","(20,25]",NA,0,0,0
"1205","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus globiceps","5 cmTL","(25,30]",NA,0,0,0
"1206","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus globiceps","5 cmTL","(30,35]",NA,0,0,0
"1207","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","10 cmTL","(10,20]",NA,0,0,0
"1208","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","10 cmTL","(20,30]",NA,0,0,0
"1209","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","10 cmTL","(30,40]",NA,0,0,0
"1210","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","10 cmTL","(40,50]",NA,0,0,0
"1211","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","10 cmTL","[0,10]",NA,0,0,0
"1212","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","5 cmTL","(10,15]",NA,0,0,0
"1213","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","5 cmTL","(15,20]",NA,0,0,0
"1214","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","5 cmTL","(20,25]",NA,0,0,0
"1215","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","5 cmTL","(25,30]",NA,0,0,0
"1216","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","5 cmTL","(30,35]",NA,0,0,0
"1217","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","5 cmTL","(35,40]",NA,0,0,0
"1218","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","5 cmTL","(45,50]",NA,0,0,0
"1219","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus niger","5 cmTL","(5,10]",NA,0,0,0
"1220","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","10 cmTL","(10,20]",NA,0,0,0
"1221","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","10 cmTL","(20,30]",NA,0,0,0
"1222","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","10 cmTL","(30,40]",NA,0,0,0
"1223","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","10 cmTL","[0,10]",NA,0,0,0
"1224","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","5 cmTL","(10,15]",NA,0,0,0
"1225","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","5 cmTL","(15,20]",NA,0,0,0
"1226","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","5 cmTL","(20,25]",NA,0,0,0
"1227","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","5 cmTL","(25,30]",NA,0,0,0
"1228","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","5 cmTL","(30,35]",NA,0,0,0
"1229","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","5 cmTL","(35,40]",NA,0,0,0
"1230","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus oviceps","5 cmTL","(5,10]",NA,0,0,0
"1231","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","10 cmTL","(10,20]",NA,0.000515014718617669,2.03378246915096e-08,0.000142610745357808
"1232","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","10 cmTL","(20,30]",NA,0.000163835580459993,2.70985308625415e-09,5.20562492526512e-05
"1233","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","10 cmTL","(30,40]",NA,1.03948376618773e-06,9.80224462177556e-13,9.90062857690135e-07
"1234","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","10 cmTL","[0,10]",NA,0.000113837170444813,4.98366799693732e-09,7.05950989583365e-05
"1235","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","5 cmTL","(10,15]",NA,0.000177033331346346,3.80970805230124e-09,6.17228325038736e-05
"1236","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","5 cmTL","(15,20]",NA,0.000337981387271323,1.15355277130937e-08,0.000107403574023836
"1237","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","5 cmTL","(20,25]",NA,0.000120659397489853,1.96233340431434e-09,4.42982325190784e-05
"1238","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","5 cmTL","(25,30]",NA,4.317618297014e-05,7.47519681939812e-10,2.73408061684328e-05
"1239","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","5 cmTL","(30,35]",NA,1.03948376618773e-06,9.80224462177556e-13,9.90062857690135e-07
"1240","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","5 cmTL","(5,10]",NA,0.000113837170444813,4.98366799693732e-09,7.05950989583365e-05
"1241","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus psittacus","5 cmTL","[0,5]",NA,0,0,0
"1242","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","10 cmTL","(10,20]",NA,0,0,0
"1243","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","10 cmTL","(20,30]",NA,0,0,0
"1244","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","10 cmTL","(30,40]",NA,0,0,0
"1245","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","10 cmTL","(40,50]",NA,0,0,0
"1246","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","10 cmTL","(50,60]",NA,0,0,0
"1247","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","10 cmTL","(60,70]",NA,0,0,0
"1248","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","10 cmTL","[0,10]",NA,0,0,0
"1249","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(10,15]",NA,0,0,0
"1250","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(15,20]",NA,0,0,0
"1251","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(20,25]",NA,0,0,0
"1252","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(25,30]",NA,0,0,0
"1253","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(30,35]",NA,0,0,0
"1254","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(35,40]",NA,0,0,0
"1255","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(40,45]",NA,0,0,0
"1256","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(45,50]",NA,0,0,0
"1257","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(5,10]",NA,0,0,0
"1258","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(50,55]",NA,0,0,0
"1259","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(55,60]",NA,0,0,0
"1260","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(60,65]",NA,0,0,0
"1261","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","(65,70]",NA,0,0,0
"1262","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus rubroviolaceus","5 cmTL","[0,5]",NA,0,0,0
"1263","MARIAN",2014,14661.40407003,356,"abund_m2","priority","Scarus schlegeli","10 cmTL","(10,20]",NA,0.00046193468544189,1.28802827410064e-08,0.000113491333329935
